PPL/XP,Analytical Code#long,#img,Image Width (mm),Fabric Code,Petrographic Fabric,#name,Site,Latitude#number,Longitude#number,Artifact Number#long,Decoration/Ware,Period,Fe ppm (INAA)#number,Na ppm (INAA)#number,Ca ppm (INAA)#number,Sm ppm (INAA)#number,Lu ppm (INAA)#number,U ppm (INAA)#number,Yb ppm (INAA)#number,As ppm (INAA)#number,Sb ppm (INAA)#number,La ppm (INAA)#number,Ce ppm (INAA)#number,Th ppm (INAA)#number,Cr ppm (INAA)#number,Hf ppm (INAA)#number,Cs ppm (INAA)#number,Sc ppm (INAA)#number,Rb ppm (INAA)#number,Ta ppm (INAA)#number,Co ppm (INAA)#number,Eu ppm (INAA)#number,Tb ppm (INAA)#number
XP,CYC017,XPL_CYL_017_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 17,Coarseware,Middle Neolithic,5.23,0.76,0.20,6.55,0.45,2.5,3.31,4.8,0.9,34.9,81.7,12.90,215,5.51,7.53,19.3,170,1.4,23.29,1.07,0.9
PPL,CYC017,PPL_CYL_017_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 17,Coarseware,Middle Neolithic,5.23,0.76,0.20,6.55,0.45,2.5,3.31,4.8,0.9,34.9,81.7,12.90,215,5.51,7.53,19.3,170,1.4,23.29,1.07,0.9
XP,CYC017,XPL_CYL_017_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 17,Coarseware,Middle Neolithic,5.23,0.76,0.20,6.55,0.45,2.5,3.31,4.8,0.9,34.9,81.7,12.90,215,5.51,7.53,19.3,170,1.4,23.29,1.07,0.9
PPL,CYC018,PPL_CYL_018_097_,9.7,Cyclops Cave 9,Clay and Phyllite Fabric,Clay and Phyllite Fabric,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 18,Burnished,Late Neolithic I,6.34,0.63,0.20,3.68,0.43,1.6,3.70,37.3,2.2,8.30,12.1,3.56,66.3,2.81,5.16,27.4,50,0.6,10.64,0.93,1.6
XP,CYC018,XPL_CYL_018_097_,9.7,Cyclops Cave 9,Clay and Phyllite Fabric,Clay and Phyllite Fabric,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 18,Burnished,Late Neolithic I,6.34,0.63,0.20,3.68,0.43,1.6,3.70,37.3,2.2,8.30,12.1,3.56,66.3,2.81,5.16,27.4,50,0.6,10.64,0.93,1.6
PPL,CYC018,PPL_CYL_018_021_,2.1,Cyclops Cave 9,Clay and Phyllite Fabric,Clay and Phyllite Fabric,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 18,Burnished,Late Neolithic I,6.34,0.63,0.20,3.68,0.43,1.6,3.70,37.3,2.2,8.30,12.1,3.56,66.3,2.81,5.16,27.4,50,0.6,10.64,0.93,1.6
XP,CYC018,XPL_CYL_018_021_,2.1,Cyclops Cave 9,Clay and Phyllite Fabric,Clay and Phyllite Fabric,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 18,Burnished,Late Neolithic I,6.34,0.63,0.20,3.68,0.43,1.6,3.70,37.3,2.2,8.30,12.1,3.56,66.3,2.81,5.16,27.4,50,0.6,10.64,0.93,1.6
PPL,CYC019,PPL_CYL_019_097_,9.7,Cyclops Cave 8,Tuff Fabric ,Tuff Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 19,Burnished,Middle Neolithic,2.91,1.63,5.19,5.99,0.35,6.0,2.70,12.7,1.3,50.5,105.3,32.70,75.2,9.84,4.67,10.2,120,1.2,11.68,1.33,0.7
XP,CYC019,XPL_CYL_019_097_,9.7,Cyclops Cave 8,Tuff Fabric ,Tuff Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 19,Burnished,Middle Neolithic,2.91,1.63,5.19,5.99,0.35,6.0,2.70,12.7,1.3,50.5,105.3,32.70,75.2,9.84,4.67,10.2,120,1.2,11.68,1.33,0.7
PPL,CYC019,PPL_CYL_019_021_,2.1,Cyclops Cave 8,Tuff Fabric ,Tuff Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 19,Burnished,Middle Neolithic,2.91,1.63,5.19,5.99,0.35,6.0,2.70,12.7,1.3,50.5,105.3,32.70,75.2,9.84,4.67,10.2,120,1.2,11.68,1.33,0.7
XP,CYC019,XPL_CYL_019_021_,2.1,Cyclops Cave 8,Tuff Fabric ,Tuff Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 19,Burnished,Middle Neolithic,2.91,1.63,5.19,5.99,0.35,6.0,2.70,12.7,1.3,50.5,105.3,32.70,75.2,9.84,4.67,10.2,120,1.2,11.68,1.33,0.7
PPL,CYC020,PPL_CYL_020_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 20,Burnished,Middle Neolithic,4.81,0.52,11.72,5.13,0.40,2.0,2.89,42.1,1.1,28.2,66.6,13.10,132,4.42,7.90,16.3,90,1.1,17.26,0.86,0.8
XP,CYC020,XPL_CYL_020_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 20,Burnished,Middle Neolithic,4.81,0.52,11.72,5.13,0.40,2.0,2.89,42.1,1.1,28.2,66.6,13.10,132,4.42,7.90,16.3,90,1.1,17.26,0.86,0.8
PPL,CYC020,PPL_CYL_020_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 20,Burnished,Middle Neolithic,4.81,0.52,11.72,5.13,0.40,2.0,2.89,42.1,1.1,28.2,66.6,13.10,132,4.42,7.90,16.3,90,1.1,17.26,0.86,0.8
XP,CYC020,XPL_CYL_020_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 20,Burnished,Middle Neolithic,4.81,0.52,11.72,5.13,0.40,2.0,2.89,42.1,1.1,28.2,66.6,13.10,132,4.42,7.90,16.3,90,1.1,17.26,0.86,0.8
PPL,CYC021,PPL_CYL_021_097_,9.7,Cyclops Cave 4,Grog and Phyllite Fabric ,Grog and Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 21,Burnished,Late Neolithic I,5.06,0.74,0.20,4.70,0.42,0.6,3.57,7.5,1.0,15.1,37.9,4.93,123,3.59,3.82,22.2,70,0.7,18.76,1.29,0.9
XP,CYC021,XPL_CYL_021_097_,9.7,Cyclops Cave 4,Grog and Phyllite Fabric ,Grog and Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 21,Burnished,Late Neolithic I,5.06,0.74,0.20,4.70,0.42,0.6,3.57,7.5,1.0,15.1,37.9,4.93,123,3.59,3.82,22.2,70,0.7,18.76,1.29,0.9
PPL,CYC021,PPL_CYL_021_021_,2.1,Cyclops Cave 4,Grog and Phyllite Fabric ,Grog and Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 21,Burnished,Late Neolithic I,5.06,0.74,0.20,4.70,0.42,0.6,3.57,7.5,1.0,15.1,37.9,4.93,123,3.59,3.82,22.2,70,0.7,18.76,1.29,0.9
XP,CYC021,XPL_CYL_021_021_,2.1,Cyclops Cave 4,Grog and Phyllite Fabric ,Grog and Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 21,Burnished,Late Neolithic I,5.06,0.74,0.20,4.70,0.42,0.6,3.57,7.5,1.0,15.1,37.9,4.93,123,3.59,3.82,22.2,70,0.7,18.76,1.29,0.9
PPL,CYC022,PPL_CYL_022_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 22,Coarseware,Late Neolithic I,5.01,0.74,0.20,6.89,0.33,1.6,2.94,17.5,0.8,35.9,67.9,12.90,233,5.98,7.40,16.2,120,1.5,9.77,1.49,0.9
XP,CYC022,XPL_CYL_022_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 22,Coarseware,Late Neolithic I,5.01,0.74,0.20,6.89,0.33,1.6,2.94,17.5,0.8,35.9,67.9,12.90,233,5.98,7.40,16.2,120,1.5,9.77,1.49,0.9
PPL,CYC022,PPL_CYL_022_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 22,Coarseware,Late Neolithic I,5.01,0.74,0.20,6.89,0.33,1.6,2.94,17.5,0.8,35.9,67.9,12.90,233,5.98,7.40,16.2,120,1.5,9.77,1.49,0.9
XP,CYC022,XPL_CYL_022_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 22,Coarseware,Late Neolithic I,5.01,0.74,0.20,6.89,0.33,1.6,2.94,17.5,0.8,35.9,67.9,12.90,233,5.98,7.40,16.2,120,1.5,9.77,1.49,0.9
PPL,CYC023,PPL_CYL_023_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 23,Burnished,Late Neolithic I,5.21,0.74,6.28,4.72,0.43,2.3,3.37,39.5,1.6,19.7,56.9,9.20,130,5.03,7.75,19.7,80,0.7,30.57,1.14,0.8
XP,CYC023,XPL_CYL_023_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 23,Burnished,Late Neolithic I,5.21,0.74,6.28,4.72,0.43,2.3,3.37,39.5,1.6,19.7,56.9,9.20,130,5.03,7.75,19.7,80,0.7,30.57,1.14,0.8
PPL,CYC023,PPL_CYL_023_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 23,Burnished,Late Neolithic I,5.21,0.74,6.28,4.72,0.43,2.3,3.37,39.5,1.6,19.7,56.9,9.20,130,5.03,7.75,19.7,80,0.7,30.57,1.14,0.8
XP,CYC023,XPL_CYL_023_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 23,Burnished,Late Neolithic I,5.21,0.74,6.28,4.72,0.43,2.3,3.37,39.5,1.6,19.7,56.9,9.20,130,5.03,7.75,19.7,80,0.7,30.57,1.14,0.8
PPL,CYC024,PPL_CYL_024_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 24,Burnished,Late Neolithic I,4.65,0.28,16.27,4.01,0.40,3.0,2.74,111.2,2.9,14.6,33.6,7.11,106,2.22,12.60,17.6,110,0.9,16.42,0.80,0.7
XP,CYC024,XPL_CYL_024_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 24,Burnished,Late Neolithic I,4.65,0.28,16.27,4.01,0.40,3.0,2.74,111.2,2.9,14.6,33.6,7.11,106,2.22,12.60,17.6,110,0.9,16.42,0.80,0.7
PPL,CYC024,PPL_CYL_024_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 24,Burnished,Late Neolithic I,4.65,0.28,16.27,4.01,0.40,3.0,2.74,111.2,2.9,14.6,33.6,7.11,106,2.22,12.60,17.6,110,0.9,16.42,0.80,0.7
XP,CYC024,XPL_CYL_024_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 24,Burnished,Late Neolithic I,4.65,0.28,16.27,4.01,0.40,3.0,2.74,111.2,2.9,14.6,33.6,7.11,106,2.22,12.60,17.6,110,0.9,16.42,0.80,0.7
PPL,CYC025,PPL_CYL_025_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 25,Burnished,Late Neolithic I,3.97,0.28,14.04,4.81,0.38,2.4,2.95,46.5,2.1,32.3,52.2,8.77,147,4.24,9.10,16.0,90,0.8,15.19,0.95,0.5
XP,CYC025,XPL_CYL_025_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 25,Burnished,Late Neolithic I,3.97,0.28,14.04,4.81,0.38,2.4,2.95,46.5,2.1,32.3,52.2,8.77,147,4.24,9.10,16.0,90,0.8,15.19,0.95,0.5
PPL,CYC025,PPL_CYL_025_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 25,Burnished,Late Neolithic I,3.97,0.28,14.04,4.81,0.38,2.4,2.95,46.5,2.1,32.3,52.2,8.77,147,4.24,9.10,16.0,90,0.8,15.19,0.95,0.5
XP,CYC025,XPL_CYL_025_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 25,Burnished,Late Neolithic I,3.97,0.28,14.04,4.81,0.38,2.4,2.95,46.5,2.1,32.3,52.2,8.77,147,4.24,9.10,16.0,90,0.8,15.19,0.95,0.5
PPL,CYC026,PPL_CYL_026_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 26,Coarseware,Late Neolithic I,5.39,0.87,0.20,6.16,0.42,3.0,3.57,10.8,1.3,32.0,68.0,12.70,312,6.14,5.71,18.2,120,1.3,18.53,1.29,0.9
XP,CYC026,XPL_CYL_026_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 26,Coarseware,Late Neolithic I,5.39,0.87,0.20,6.16,0.42,3.0,3.57,10.8,1.3,32.0,68.0,12.70,312,6.14,5.71,18.2,120,1.3,18.53,1.29,0.9
PPL,CYC026,PPL_CYL_026_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 26,Coarseware,Late Neolithic I,5.39,0.87,0.20,6.16,0.42,3.0,3.57,10.8,1.3,32.0,68.0,12.70,312,6.14,5.71,18.2,120,1.3,18.53,1.29,0.9
XP,CYC026,XPL_CYL_026_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 26,Coarseware,Late Neolithic I,5.39,0.87,0.20,6.16,0.42,3.0,3.57,10.8,1.3,32.0,68.0,12.70,312,6.14,5.71,18.2,120,1.3,18.53,1.29,0.9
PPL,CYC027,PPL_CYL_027_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 27,Coarseware,Late Neolithic I,5.90,0.84,0.20,5.88,0.30,1.1,2.37,26.1,4.9,16.3,37.8,6.66,309,2.98,4.23,25.7,80,0.8,17.16,0.89,1.1
XP,CYC027,XPL_CYL_027_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 27,Coarseware,Late Neolithic I,5.90,0.84,0.20,5.88,0.30,1.1,2.37,26.1,4.9,16.3,37.8,6.66,309,2.98,4.23,25.7,80,0.8,17.16,0.89,1.1
PPL,CYC027,PPL_CYL_027_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 27,Coarseware,Late Neolithic I,5.90,0.84,0.20,5.88,0.30,1.1,2.37,26.1,4.9,16.3,37.8,6.66,309,2.98,4.23,25.7,80,0.8,17.16,0.89,1.1
XP,CYC027,XPL_CYL_027_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 27,Coarseware,Late Neolithic I,5.90,0.84,0.20,5.88,0.30,1.1,2.37,26.1,4.9,16.3,37.8,6.66,309,2.98,4.23,25.7,80,0.8,17.16,0.89,1.1
PPL,CYC028,PPL_CYL_028_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 28,Coarseware,Late Neolithic I,4.42,0.26,18.00,6.79,0.47,2.0,3.74,70.2,1.8,30.6,45.1,9.81,111,3.04,8.68,17.8,80,0.6,14.62,1.52,1.0
XP,CYC028,XPL_CYL_028_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 28,Coarseware,Late Neolithic I,4.42,0.26,18.00,6.79,0.47,2.0,3.74,70.2,1.8,30.6,45.1,9.81,111,3.04,8.68,17.8,80,0.6,14.62,1.52,1.0
PPL,CYC028,PPL_CYL_028_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 28,Coarseware,Late Neolithic I,4.42,0.26,18.00,6.79,0.47,2.0,3.74,70.2,1.8,30.6,45.1,9.81,111,3.04,8.68,17.8,80,0.6,14.62,1.52,1.0
XP,CYC028,XPL_CYL_028_021_,2.1,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 28,Coarseware,Late Neolithic I,4.42,0.26,18.00,6.79,0.47,2.0,3.74,70.2,1.8,30.6,45.1,9.81,111,3.04,8.68,17.8,80,0.6,14.62,1.52,1.0
PPL,CYC029,PPL_CYL_029_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 29,Coarseware,Late Neolithic I,6.22,1.28,0.20,4.53,0.45,2.8,3.31,11.6,0.9,14.5,34.4,5.43,136,3.69,4.20,28.3,70,0.5,13.77,1.20,0.7
XP,CYC029,XPL_CYL_029_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 29,Coarseware,Late Neolithic I,6.22,1.28,0.20,4.53,0.45,2.8,3.31,11.6,0.9,14.5,34.4,5.43,136,3.69,4.20,28.3,70,0.5,13.77,1.20,0.7
PPL,CYC029,PPL_CYL_029_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 29,Coarseware,Late Neolithic I,6.22,1.28,0.20,4.53,0.45,2.8,3.31,11.6,0.9,14.5,34.4,5.43,136,3.69,4.20,28.3,70,0.5,13.77,1.20,0.7
XP,CYC029,XPL_CYL_029_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 29,Coarseware,Late Neolithic I,6.22,1.28,0.20,4.53,0.45,2.8,3.31,11.6,0.9,14.5,34.4,5.43,136,3.69,4.20,28.3,70,0.5,13.77,1.20,0.7
PPL,CYC030,PPL_CYL_030_097_,9.7,Cyclops Cave 11,Polycrystalline Quartz Fabric 2,Polycrystalline Quartz Fabric 2,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 30,Coarseware,Late Neolithic I,5.57,0.55,0.99,9.62,0.55,2.2,4.48,31.6,2.3,39.3,48.1,6.17,161,3.64,5.68,20.0,80,0.5,27.17,2.67,1.2
XP,CYC030,XPL_CYL_030_097_,9.7,Cyclops Cave 11,Polycrystalline Quartz Fabric 2,Polycrystalline Quartz Fabric 2,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 30,Coarseware,Late Neolithic I,5.57,0.55,0.99,9.62,0.55,2.2,4.48,31.6,2.3,39.3,48.1,6.17,161,3.64,5.68,20.0,80,0.5,27.17,2.67,1.2
PPL,CYC030,PPL_CYL_030_021_,2.1,Cyclops Cave 11,Polycrystalline Quartz Fabric 2,Polycrystalline Quartz Fabric 2,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 30,Coarseware,Late Neolithic I,5.57,0.55,0.99,9.62,0.55,2.2,4.48,31.6,2.3,39.3,48.1,6.17,161,3.64,5.68,20.0,80,0.5,27.17,2.67,1.2
XP,CYC030,XPL_CYL_030_021_,2.1,Cyclops Cave 11,Polycrystalline Quartz Fabric 2,Polycrystalline Quartz Fabric 2,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 30,Coarseware,Late Neolithic I,5.57,0.55,0.99,9.62,0.55,2.2,4.48,31.6,2.3,39.3,48.1,6.17,161,3.64,5.68,20.0,80,0.5,27.17,2.67,1.2
PPL,CYC031,PPL_CYL_031_097_,9.7,Cyclops Cave 5,Grog Fabric ,Grog Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 31,Coarseware,Late Neolithic I,7.82,0.48,2.41,18.11,1.07,2.5,8.82,40.5,2.4,105.8,126.2,16.90,355,4.91,8.87,26.3,120,1.2,43.28,4.42,2.8
XP,CYC031,XPL_CYL_031_097_,9.7,Cyclops Cave 5,Grog Fabric ,Grog Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 31,Coarseware,Late Neolithic I,7.82,0.48,2.41,18.11,1.07,2.5,8.82,40.5,2.4,105.8,126.2,16.90,355,4.91,8.87,26.3,120,1.2,43.28,4.42,2.8
PPL,CYC031,PPL_CYL_031_021_,2.1,Cyclops Cave 5,Grog Fabric ,Grog Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 31,Coarseware,Late Neolithic I,7.82,0.48,2.41,18.11,1.07,2.5,8.82,40.5,2.4,105.8,126.2,16.90,355,4.91,8.87,26.3,120,1.2,43.28,4.42,2.8
XP,CYC031,XPL_CYL_031_021_,2.1,Cyclops Cave 5,Grog Fabric ,Grog Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 31,Coarseware,Late Neolithic I,7.82,0.48,2.41,18.11,1.07,2.5,8.82,40.5,2.4,105.8,126.2,16.90,355,4.91,8.87,26.3,120,1.2,43.28,4.42,2.8
PPL,CYC032,PPL_CYL_032_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 32,Coarseware,Late Neolithic I,5.81,0.66,0.31,7.40,0.46,3.1,3.72,12.2,1.0,40.0,78.1,13.40,242,8.19,11.30,21.5,150,1.1,23.01,1.53,1.0
XP,CYC032,XPL_CYL_032_097_,9.7,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 32,Coarseware,Late Neolithic I,5.81,0.66,0.31,7.40,0.46,3.1,3.72,12.2,1.0,40.0,78.1,13.40,242,8.19,11.30,21.5,150,1.1,23.01,1.53,1.0
PPL,CYC032,PPL_CYL_032_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 32,Coarseware,Late Neolithic I,5.81,0.66,0.31,7.40,0.46,3.1,3.72,12.2,1.0,40.0,78.1,13.40,242,8.19,11.30,21.5,150,1.1,23.01,1.53,1.0
XP,CYC032,XPL_CYL_032_021_,2.1,Cyclops Cave 2,Phyllite Fabric ,Phyllite Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 32,Coarseware,Late Neolithic I,5.81,0.66,0.31,7.40,0.46,3.1,3.72,12.2,1.0,40.0,78.1,13.40,242,8.19,11.30,21.5,150,1.1,23.01,1.53,1.0
PPL,CYC033,PPL_CYL_033_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 33,Fineware,Middle Neolithic,4.62,0.26,16.72,7.00,0.45,1.7,3.55,84.0,1.3,29.4,26.4,7.84,105,3.02,4.68,18.6,60,0.6,9.39,1.66,1.0
XP,CYC033,XPL_CYL_033_097_,9.7,Cyclops Cave 1,Limestone Fabric ,Limestone Fabric ,"Cyclops Cave, Youra, Sporades Islands, Greece",39.37219395,24.15593147,Cyclops Cave Neolithic 33,Fineware,Middle Neolithic,4.62,0.26,16.72,7.00,0.45,1.7,3.55,84.0,1.3,29.4,26.4,7.84,105,3.02,4.68,18.6,60,0.6,9.39,1.66,1.0
