PPL/XP,Analytical Code,#img,Image Width (mm),Fabric Code,Petrographic Fabric,#name,Site,Latitude#number,Longitude#number,Artifact Number#long,Vessel Form Type,Period,Fe ppm (INAA)#number,Na ppm (INAA)#number,Ca ppm (INAA)#number,Sm ppm (INAA)#number,Lu ppm (INAA)#number,U ppm (INAA)#number,Yb ppm (INAA)#number,As ppm (INAA)#number,Sb ppm (INAA)#number,La ppm (INAA)#number,Ce ppm (INAA)#number,Th ppm (INAA)#number,Cr ppm (INAA)#number,Hf ppm (INAA)#number,Cs ppm (INAA)#number,Sc ppm (INAA)#number,Rb ppm (INAA)#number,Ta ppm (INAA)#number,Co ppm (INAA)#number,Eu ppm (INAA)#number,petfab_computed
PPL,KTJ079,KOM(79),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7115,Caananite Jar,Late Minoan IIIA,3.1,0.22,18.13,5.89,0.29,3.0,2.51,4.7,0.5,31.6,66.0,8.92,79.4,2.56,3.2,10.21,60,0.7,10.52,1.19,Macrofossiliferous Clay Pellet Fabric
XP,KTJ079,KOMX(79),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7115,Caananite Jar,Late Minoan IIIA,3.1,0.22,18.13,5.89,0.29,3.0,2.51,4.7,0.5,31.6,66.0,8.92,79.4,2.56,3.2,10.21,60,0.7,10.52,1.19,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ079,PPL_KOM_079_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7115,Caananite Jar,Late Minoan IIIA,3.1,0.22,18.13,5.89,0.29,3.0,2.51,4.7,0.5,31.6,66.0,8.92,79.4,2.56,3.2,10.21,60,0.7,10.52,1.19,Main south-central Cretan Fabric
XP,KTJ079,XPL_KOM_079_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7115,Caananite Jar,Late Minoan IIIA,3.1,0.22,18.13,5.89,0.29,3.0,2.51,4.7,0.5,31.6,66.0,8.92,79.4,2.56,3.2,10.21,60,0.7,10.52,1.19,"Quartz, Chert and Macrofossils Fabric"
PPL,KTJ080,KOM(80),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8144,Caananite Jar,Late Minoan IIIA,3.91,0.34,20.58,5.15,0.29,3.8,2.25,10.5,0.8,23.9,50.2,4.35,111.0,3.18,1.34,10.77,30,1.1,17.89,1.18,Macrofossiliferous Clay Pellet Fabric
XP,KTJ080,KOMX(80),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8144,Caananite Jar,Late Minoan IIIA,3.91,0.34,20.58,5.15,0.29,3.8,2.25,10.5,0.8,23.9,50.2,4.35,111.0,3.18,1.34,10.77,30,1.1,17.89,1.18,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ080,PPL_KOM_080_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8144,Caananite Jar,Late Minoan IIIA,3.91,0.34,20.58,5.15,0.29,3.8,2.25,10.5,0.8,23.9,50.2,4.35,111.0,3.18,1.34,10.77,30,1.1,17.89,1.18,Quartz and Calcite Fabric
XP,KTJ080,XPL_KOM_080_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8144,Caananite Jar,Late Minoan IIIA,3.91,0.34,20.58,5.15,0.29,3.8,2.25,10.5,0.8,23.9,50.2,4.35,111.0,3.18,1.34,10.77,30,1.1,17.89,1.18,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ081,KOM(81),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6990,Caananite Jar,Late Minoan IIIA,3.24,0.15,17.46,4.86,0.28,2.8,2.15,7.7,,27.8,55.5,6.86,118.0,4.18,1.54,10.99,30,1.2,10.27,1.12,Macrofossiliferous Clay Pellet Fabric
XP,KTJ081,KOMX(81),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6990,Caananite Jar,Late Minoan IIIA,3.24,0.15,17.46,4.86,0.28,2.8,2.15,7.7,,27.8,55.5,6.86,118.0,4.18,1.54,10.99,30,1.2,10.27,1.12,Chert Fabric
PPL,KTJ081,PPL_KOM_081_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6990,Caananite Jar,Late Minoan IIIA,3.24,0.15,17.46,4.86,0.28,2.8,2.15,7.7,,27.8,55.5,6.86,118.0,4.18,1.54,10.99,30,1.2,10.27,1.12,Main south-central Cretan Fabric
XP,KTJ081,XPL_KOM_081_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6990,Caananite Jar,Late Minoan IIIA,3.24,0.15,17.46,4.86,0.28,2.8,2.15,7.7,,27.8,55.5,6.86,118.0,4.18,1.54,10.99,30,1.2,10.27,1.12,Fine Calcareous Phyllite Fabric
PPL,KTJ082,KOM(82),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7074,Caananite Jar,Late Minoan IIIA,2.54,0.28,19.77,3.83,0.26,1.6,2.09,6.3,0.2,19.7,41.3,4.7,64.6,5.8,0.88,7.77,20,0.8,11.22,0.96,Macrofossiliferous Clay Pellet Fabric
XP,KTJ082,KOMX(82),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7074,Caananite Jar,Late Minoan IIIA,2.54,0.28,19.77,3.83,0.26,1.6,2.09,6.3,0.2,19.7,41.3,4.7,64.6,5.8,0.88,7.77,20,0.8,11.22,0.96,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ082,PPL_KOM_082_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7074,Caananite Jar,Late Minoan IIIA,2.54,0.28,19.77,3.83,0.26,1.6,2.09,6.3,0.2,19.7,41.3,4.7,64.6,5.8,0.88,7.77,20,0.8,11.22,0.96,Quartz and Clay Pellet Fabric
XP,KTJ082,XPL_KOM_082_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7074,Caananite Jar,Late Minoan IIIA,2.54,0.28,19.77,3.83,0.26,1.6,2.09,6.3,0.2,19.7,41.3,4.7,64.6,5.8,0.88,7.77,20,0.8,11.22,0.96,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ083,KOM(83),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7638,Caananite Jar,Late Minoan IIIA,3.31,0.24,18.74,6.84,0.35,3.1,2.81,5.2,0.6,38.3,76.7,10.5,99.2,3.37,4.41,11.99,80,1.0,11.18,1.5,Macrofossiliferous Clay Pellet Fabric
XP,KTJ083,KOMX(83),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7638,Caananite Jar,Late Minoan IIIA,3.31,0.24,18.74,6.84,0.35,3.1,2.81,5.2,0.6,38.3,76.7,10.5,99.2,3.37,4.41,11.99,80,1.0,11.18,1.5,Quartz and Calcite Fabric
PPL,KTJ083,PPL_KOM_083_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7638,Caananite Jar,Late Minoan IIIA,3.31,0.24,18.74,6.84,0.35,3.1,2.81,5.2,0.6,38.3,76.7,10.5,99.2,3.37,4.41,11.99,80,1.0,11.18,1.5,Medium/coarse Igneous Fabric
XP,KTJ083,XPL_KOM_083_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C7638,Caananite Jar,Late Minoan IIIA,3.31,0.24,18.74,6.84,0.35,3.1,2.81,5.2,0.6,38.3,76.7,10.5,99.2,3.37,4.41,11.99,80,1.0,11.18,1.5,Quartz and Calcite Fabric
PPL,KTJ084,KOM(84),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7336,Caananite Jar,Late Minoan IIIA,3.48,0.58,11.32,7.06,0.38,3.6,2.93,8.7,1.1,39.2,78.8,10.8,116.0,4.84,3.56,11.96,60,1.1,8.9,1.55,Quartz and Calcite Fabric
XP,KTJ084,KOMX(84),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7336,Caananite Jar,Late Minoan IIIA,3.48,0.58,11.32,7.06,0.38,3.6,2.93,8.7,1.1,39.2,78.8,10.8,116.0,4.84,3.56,11.96,60,1.1,8.9,1.55,Quartz and Calcite Fabric
PPL,KTJ084,PPL_KOM_084_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7336,Caananite Jar,Late Minoan IIIA,3.48,0.58,11.32,7.06,0.38,3.6,2.93,8.7,1.1,39.2,78.8,10.8,116.0,4.84,3.56,11.96,60,1.1,8.9,1.55,Quartz and Calcite Fabric
XP,KTJ084,XPL_KOM_084_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7336,Caananite Jar,Late Minoan IIIA,3.48,0.58,11.32,7.06,0.38,3.6,2.93,8.7,1.1,39.2,78.8,10.8,116.0,4.84,3.56,11.96,60,1.1,8.9,1.55,Quartz and Calcite Fabric
PPL,KTJ085,KOM(85),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7428,Caananite Jar,Late Minoan IIIA,4.76,0.32,5.75,7.84,0.44,2.7,3.71,10.4,0.5,37.8,97.1,9.85,140.0,9.3,1.54,14.99,30,1.6,18.44,1.87,Quartz and Calcite Fabric
XP,KTJ085,KOMX(85),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7428,Caananite Jar,Late Minoan IIIA,4.76,0.32,5.75,7.84,0.44,2.7,3.71,10.4,0.5,37.8,97.1,9.85,140.0,9.3,1.54,14.99,30,1.6,18.44,1.87,Quartz and Clay Pellet Fabric
PPL,KTJ085,PPL_KOM_085_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7428,Caananite Jar,Late Minoan IIIA,4.76,0.32,5.75,7.84,0.44,2.7,3.71,10.4,0.5,37.8,97.1,9.85,140.0,9.3,1.54,14.99,30,1.6,18.44,1.87,Quartz and Clay Pellet Fabric
XP,KTJ085,XPL_KOM_085_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7428,Caananite Jar,Late Minoan IIIA,4.76,0.32,5.75,7.84,0.44,2.7,3.71,10.4,0.5,37.8,97.1,9.85,140.0,9.3,1.54,14.99,30,1.6,18.44,1.87,Quartz and Clay Pellet Fabric
PPL,KTJ086,KOM(86),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,I47*A,Caananite Jar,Late Minoan IIIA,4.21,0.39,18.87,5.06,0.29,4.4,2.08,12.1,0.8,23.9,49.5,4.72,119.0,3.28,1.39,11.33,40,1.0,18.43,1.29,Macrofossiliferous Clay Pellet Fabric
XP,KTJ086,KOMX(86),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,I47*A,Caananite Jar,Late Minoan IIIA,4.21,0.39,18.87,5.06,0.29,4.4,2.08,12.1,0.8,23.9,49.5,4.72,119.0,3.28,1.39,11.33,40,1.0,18.43,1.29,Chert Fabric
PPL,KTJ086,PPL_KOM_086_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,I47*A,Caananite Jar,Late Minoan IIIA,4.21,0.39,18.87,5.06,0.29,4.4,2.08,12.1,0.8,23.9,49.5,4.72,119.0,3.28,1.39,11.33,40,1.0,18.43,1.29,Macrofossiliferous Clay Pellet Fabric
XP,KTJ086,XPL_KOM_086_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,I47*A,Caananite Jar,Late Minoan IIIA,4.21,0.39,18.87,5.06,0.29,4.4,2.08,12.1,0.8,23.9,49.5,4.72,119.0,3.28,1.39,11.33,40,1.0,18.43,1.29,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ087,KOM(87),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11086,Short-Necked Amphora,Late Minoan IIIB,5.16,1.11,6.53,4.98,0.33,2.8,2.58,5.2,0.7,27.7,59.1,9.72,344.0,4.66,4.76,18.43,80,1.1,29.45,1.17,Main south-central Cretan Fabric
XP,KTJ087,KOMX(87),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11086,Short-Necked Amphora,Late Minoan IIIB,5.16,1.11,6.53,4.98,0.33,2.8,2.58,5.2,0.7,27.7,59.1,9.72,344.0,4.66,4.76,18.43,80,1.1,29.45,1.17,Main south-central Cretan Fabric
PPL,KTJ087,PPL_KOM_087_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11086,Short-Necked Amphora,Late Minoan IIIB,5.16,1.11,6.53,4.98,0.33,2.8,2.58,5.2,0.7,27.7,59.1,9.72,344.0,4.66,4.76,18.43,80,1.1,29.45,1.17,Medium/coarse Igneous Fabric
XP,KTJ087,XPL_KOM_087_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11086,Short-Necked Amphora,Late Minoan IIIB,5.16,1.11,6.53,4.98,0.33,2.8,2.58,5.2,0.7,27.7,59.1,9.72,344.0,4.66,4.76,18.43,80,1.1,29.45,1.17,Main south-central Cretan Fabric
PPL,KTJ088,KOM(88),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11197,Short-Necked Amphora,Late Minoan IIIB,4.97,1.24,3.23,5.21,0.33,2.7,2.7,7.4,0.6,28.2,58.9,10.0,302.0,4.7,2.85,17.32,60,1.0,28.72,1.2,Macrofossiliferous Clay Pellet Fabric
XP,KTJ088,KOMX(88),8.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11197,Short-Necked Amphora,Late Minoan IIIB,4.97,1.24,3.23,5.21,0.33,2.7,2.7,7.4,0.6,28.2,58.9,10.0,302.0,4.7,2.85,17.32,60,1.0,28.72,1.2,Medium/coarse Igneous Fabric
PPL,KTJ088,PPL_KOM_088_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11197,Short-Necked Amphora,Late Minoan IIIB,4.97,1.24,3.23,5.21,0.33,2.7,2.7,7.4,0.6,28.2,58.9,10.0,302.0,4.7,2.85,17.32,60,1.0,28.72,1.2,Medium/coarse Igneous Fabric
XP,KTJ088,XPL_KOM_088_033_,3.3,B,Medium/coarse Igneous Fabric,Medium/coarse Igneous Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C11197,Short-Necked Amphora,Late Minoan IIIB,4.97,1.24,3.23,5.21,0.33,2.7,2.7,7.4,0.6,28.2,58.9,10.0,302.0,4.7,2.85,17.32,60,1.0,28.72,1.2,Main south-central Cretan Fabric
